"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
promis_pfb44_stderror,pastor_section_3_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_pfb44_qposition] <> ''",,,,,,
promis_pfb44_qposition,pastor_section_3_of_11,,text,"Question Position",,,integer,,,,"[promis_pfb44_qposition] <> ''",,,,,,
promis_pfb48,pastor_section_3_of_11,PFB48,radio,"Does your health now limit you in taking a shower?","1, Not at all | 2, Very little | 3, Somewhat | 4, Quite a lot | 5, Cannot do",,,,,,"[promis_pfb48_qposition] <> ''",,,,,,
promis_pfb48_tscore,pastor_section_3_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_pfb48_qposition] <> ''",,,,,,
promis_pfb48_stderror,pastor_section_3_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_pfb48_qposition] <> ''",,,,,,
promis_pfb48_qposition,pastor_section_3_of_11,,text,"Question Position",,,integer,,,,"[promis_pfb48_qposition] <> ''",,,,,,
promis_pfb49,pastor_section_3_of_11,PFB49,radio,"Does your health now limit you in going for a short walk (less than 15 minutes)?","1, Not at all | 2, Very little | 3, Somewhat | 4, Quite a lot | 5, Cannot do",,,,,,"[promis_pfb49_qposition] <> ''",,,,,,
promis_pfb49_tscore,pastor_section_3_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_pfb49_qposition] <> ''",,,,,,
promis_pfb49_stderror,pastor_section_3_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_pfb49_qposition] <> ''",,,,,,
promis_pfb49_qposition,pastor_section_3_of_11,,text,"Question Position",,,integer,,,,"[promis_pfb49_qposition] <> ''",,,,,,
promis_pfb50,pastor_section_3_of_11,PFB50,radio,"How much difficulty do you have doing your daily physical activities, because of your health?","1, No difficulty at all | 2, A little bit of difficulty | 3, Some difficulty | 4, A lot of difficulty | 5, Can't do because of health",,,,,,"[promis_pfb50_qposition] <> ''",,,,,,
promis_pfb50_tscore,pastor_section_3_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_pfb50_qposition] <> ''",,,,,,
promis_pfb50_stderror,pastor_section_3_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_pfb50_qposition] <> ''",,,,,,
promis_pfb50_qposition,pastor_section_3_of_11,,text,"Question Position",,,integer,,,,"[promis_pfb50_qposition] <> ''",,,,,,
promis_pfb51,pastor_section_3_of_11,PFB51,radio,"Does your health now limit you in participating in active sports such as swimming, tennis, or basketball?","1, Not at all | 2, Very little | 3, Somewhat | 4, Quite a lot | 5, Cannot do",,,,,,"[promis_pfb51_qposition] <> ''",,,,,,
promis_pfb51_tscore,pastor_section_3_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_pfb51_qposition] <> ''",,,,,,
promis_pfb51_stderror,pastor_section_3_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_pfb51_qposition] <> ''",,,,,,
promis_pfb51_qposition,pastor_section_3_of_11,,text,"Question Position",,,integer,,,,"[promis_pfb51_qposition] <> ''",,,,,,
promis_pfb54,pastor_section_3_of_11,PFB54,radio,"Does your health now limit you in going OUTSIDE the home, for example to shop or visit a doctor’s office?","1, Not at all | 2, Very little | 3, Somewhat | 4, Quite a lot | 5, Cannot do",,,,,,"[promis_pfb54_qposition] <> ''",,,,,,
promis_pfb54_tscore,pastor_section_3_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_pfb54_qposition] <> ''",,,,,,
promis_pfb54_stderror,pastor_section_3_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_pfb54_qposition] <> ''",,,,,,
promis_pfb54_qposition,pastor_section_3_of_11,,text,"Question Position",,,integer,,,,"[promis_pfb54_qposition] <> ''",,,,,,
promis_pfb56r1,pastor_section_3_of_11,PFB56r1,radio,"Are you able to lift one pound (0.5 kg) to shoulder level without bending your elbow?","1, Without any difficulty | 2, With a little difficulty | 3, With some difficulty | 4, With much difficulty | 5, Unable to do",,,,,,"[promis_pfb56r1_qposition] <> ''",,,,,,
promis_pfb56r1_tscore,pastor_section_3_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_pfb56r1_qposition] <> ''",,,,,,
promis_pfb56r1_stderror,pastor_section_3_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_pfb56r1_qposition] <> ''",,,,,,
promis_pfb56r1_qposition,pastor_section_3_of_11,,text,"Question Position",,,integer,,,,"[promis_pfb56r1_qposition] <> ''",,,,,,
promis_pfc6r1,pastor_section_3_of_11,PFC6r1,radio,"Are you able to walk a block (about 100 m) on flat ground?","1, Without any difficulty | 2, With a little difficulty | 3, With some difficulty | 4, With much difficulty | 5, Unable to do",,,,,,"[promis_pfc6r1_qposition] <> ''",,,,,,
promis_pfc6r1_tscore,pastor_section_3_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_pfc6r1_qposition] <> ''",,,,,,
promis_pfc6r1_stderror,pastor_section_3_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_pfc6r1_qposition] <> ''",,,,,,
promis_pfc6r1_qposition,pastor_section_3_of_11,,text,"Question Position",,,integer,,,,"[promis_pfc6r1_qposition] <> ''",,,,,,
promis_pfc7r1,pastor_section_3_of_11,PFC7r1,radio,"Are you able to run five miles (8 km)?","1, Without any difficulty | 2, With a little difficulty | 3, With some difficulty | 4, With much difficulty | 5, Unable to do",,,,,,"[promis_pfc7r1_qposition] <> ''",,,,,,
promis_pfc7r1_tscore,pastor_section_3_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_pfc7r1_qposition] <> ''",,,,,,
promis_pfc7r1_stderror,pastor_section_3_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_pfc7r1_qposition] <> ''",,,,,,
promis_pfc7r1_qposition,pastor_section_3_of_11,,text,"Question Position",,,integer,,,,"[promis_pfc7r1_qposition] <> ''",,,,,,
promis_pfc10,pastor_section_3_of_11,PFC10,radio,"Does your health now limit you in climbing several flights of stairs?","1, Not at all | 2, Very little | 3, Somewhat | 4, Quite a lot | 5, Cannot do",,,,,,"[promis_pfc10_qposition] <> ''",,,,,,
promis_pfc10_tscore,pastor_section_3_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_pfc10_qposition] <> ''",,,,,,
promis_pfc10_stderror,pastor_section_3_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_pfc10_qposition] <> ''",,,,,,
promis_pfc10_qposition,pastor_section_3_of_11,,text,"Question Position",,,integer,,,,"[promis_pfc10_qposition] <> ''",,,,,,
promis_pfc12,pastor_section_3_of_11,PFC12,radio,"Does your health now limit you in doing two hours of physical labor?","1, Not at all | 2, Very little | 3, Somewhat | 4, Quite a lot | 5, Cannot do",,,,,,"[promis_pfc12_qposition] <> ''",,,,,,
promis_pfc12_tscore,pastor_section_3_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_pfc12_qposition] <> ''",,,,,,
promis_pfc12_stderror,pastor_section_3_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_pfc12_qposition] <> ''",,,,,,
promis_pfc12_qposition,pastor_section_3_of_11,,text,"Question Position",,,integer,,,,"[promis_pfc12_qposition] <> ''",,,,,,
promis_pfc13r1,pastor_section_3_of_11,PFC13r1,radio,"Are you able to run 100 yards (100 m)?","1, Without any difficulty | 2, With a little difficulty | 3, With some difficulty | 4, With much difficulty | 5, Unable to do",,,,,,"[promis_pfc13r1_qposition] <> ''",,,,,,
promis_pfc13r1_tscore,pastor_section_3_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_pfc13r1_qposition] <> ''",,,,,,
promis_pfc13r1_stderror,pastor_section_3_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_pfc13r1_qposition] <> ''",,,,,,
promis_pfc13r1_qposition,pastor_section_3_of_11,,text,"Question Position",,,integer,,,,"[promis_pfc13r1_qposition] <> ''",,,,,,
promis_pfc29,pastor_section_3_of_11,PFC29,radio,"Are you able to walk up and down two steps?","1, Without any difficulty | 2, With a little difficulty | 3, With some difficulty | 4, With much difficulty | 5, Unable to do",,,,,,"[promis_pfc29_qposition] <> ''",,,,,,
promis_pfc29_tscore,pastor_section_3_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_pfc29_qposition] <> ''",,,,,,
promis_pfc29_stderror,pastor_section_3_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_pfc29_qposition] <> ''",,,,,,
promis_pfc29_qposition,pastor_section_3_of_11,,text,"Question Position",,,integer,,,,"[promis_pfc29_qposition] <> ''",,,,,,
promis_pfc31,pastor_section_3_of_11,PFC31,radio,"Are you able to reach into a low cupboard?","1, Without any difficulty | 2, With a little difficulty | 3, With some difficulty | 4, With much difficulty | 5, Unable to do",,,,,,"[promis_pfc31_qposition] <> ''",,,,,,
promis_pfc31_tscore,pastor_section_3_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_pfc31_qposition] <> ''",,,,,,
promis_pfc31_stderror,pastor_section_3_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_pfc31_qposition] <> ''",,,,,,
promis_pfc31_qposition,pastor_section_3_of_11,,text,"Question Position",,,integer,,,,"[promis_pfc31_qposition] <> ''",,,,,,
promis_pfc32,pastor_section_3_of_11,PFC32,radio,"Are you able to climb up 5 flights of stairs?","1, Without any difficulty | 2, With a little difficulty | 3, With some difficulty | 4, With much difficulty | 5, Unable to do",,,,,,"[promis_pfc32_qposition] <> ''",,,,,,
promis_pfc32_tscore,pastor_section_3_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_pfc32_qposition] <> ''",,,,,,
promis_pfc32_stderror,pastor_section_3_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_pfc32_qposition] <> ''",,,,,,
promis_pfc32_qposition,pastor_section_3_of_11,,text,"Question Position",,,integer,,,,"[promis_pfc32_qposition] <> ''",,,,,,
promis_pfc33r1,pastor_section_3_of_11,PFC33r1,radio,"Are you able to run ten miles (16 km)?","1, Without any difficulty | 2, With a little difficulty | 3, With some difficulty | 4, With much difficulty | 5, Unable to do",,,,,,"[promis_pfc33r1_qposition] <> ''",,,,,,
promis_pfc33r1_tscore,pastor_section_3_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_pfc33r1_qposition] <> ''",,,,,,
promis_pfc33r1_stderror,pastor_section_3_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_pfc33r1_qposition] <> ''",,,,,,
promis_pfc33r1_qposition,pastor_section_3_of_11,,text,"Question Position",,,integer,,,,"[promis_pfc33r1_qposition] <> ''",,,,,,
promis_pfc35,pastor_section_3_of_11,PFC35,radio,"Does your health now limit you in doing eight hours of physical labor?","1, Not at all | 2, Very little | 3, Somewhat | 4, Quite a lot | 5, Cannot do",,,,,,"[promis_pfc35_qposition] <> ''",,,,,,
promis_pfc35_tscore,pastor_section_3_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_pfc35_qposition] <> ''",,,,,,
promis_pfc35_stderror,pastor_section_3_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_pfc35_qposition] <> ''",,,,,,
promis_pfc35_qposition,pastor_section_3_of_11,,text,"Question Position",,,integer,,,,"[promis_pfc35_qposition] <> ''",,,,,,
promis_pfc36r1,pastor_section_3_of_11,PFC36r1,radio,"Does your health now limit you in walking more than a mile (1.6 km)?","1, Not at all | 2, Very little | 3, Somewhat | 4, Quite a lot | 5, Cannot do",,,,,,"[promis_pfc36r1_qposition] <> ''",,,,,,
promis_pfc36r1_tscore,pastor_section_3_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_pfc36r1_qposition] <> ''",,,,,,
promis_pfc36r1_stderror,pastor_section_3_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_pfc36r1_qposition] <> ''",,,,,,
promis_pfc36r1_qposition,pastor_section_3_of_11,,text,"Question Position",,,integer,,,,"[promis_pfc36r1_qposition] <> ''",,,,,,
promis_pfc37,pastor_section_3_of_11,PFC37,radio,"Does your health now limit you in climbing one flight of stairs?","1, Not at all | 2, Very little | 3, Somewhat | 4, Quite a lot | 5, Cannot do",,,,,,"[promis_pfc37_qposition] <> ''",,,,,,
promis_pfc37_tscore,pastor_section_3_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_pfc37_qposition] <> ''",,,,,,
promis_pfc37_stderror,pastor_section_3_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_pfc37_qposition] <> ''",,,,,,
promis_pfc37_qposition,pastor_section_3_of_11,,text,"Question Position",,,integer,,,,"[promis_pfc37_qposition] <> ''",,,,,,
promis_pfc38,pastor_section_3_of_11,PFC38,radio,"Are you able to walk at a normal speed?","1, Without any difficulty | 2, With a little difficulty | 3, With some difficulty | 4, With much difficulty | 5, Unable to do",,,,,,"[promis_pfc38_qposition] <> ''",,,,,,
promis_pfc38_tscore,pastor_section_3_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_pfc38_qposition] <> ''",,,,,,
promis_pfc38_stderror,pastor_section_3_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_pfc38_qposition] <> ''",,,,,,
promis_pfc38_qposition,pastor_section_3_of_11,,text,"Question Position",,,integer,,,,"[promis_pfc38_qposition] <> ''",,,,,,
promis_pfc39,pastor_section_3_of_11,PFC39,radio,"Are you able to stand without losing your balance for several minutes?","1, Without any difficulty | 2, With a little difficulty | 3, With some difficulty | 4, With much difficulty | 5, Unable to do",,,,,,"[promis_pfc39_qposition] <> ''",,,,,,
promis_pfc39_tscore,pastor_section_3_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_pfc39_qposition] <> ''",,,,,,
promis_pfc39_stderror,pastor_section_3_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_pfc39_qposition] <> ''",,,,,,
promis_pfc39_qposition,pastor_section_3_of_11,,text,"Question Position",,,integer,,,,"[promis_pfc39_qposition] <> ''",,,,,,
promis_pfc40,pastor_section_3_of_11,PFC40,radio,"Are you able to kneel on the floor?","1, Without any difficulty | 2, With a little difficulty | 3, With some difficulty | 4, With much difficulty | 5, Unable to do",,,,,,"[promis_pfc40_qposition] <> ''",,,,,,
promis_pfc40_tscore,pastor_section_3_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_pfc40_qposition] <> ''",,,,,,
promis_pfc40_stderror,pastor_section_3_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_pfc40_qposition] <> ''",,,,,,
promis_pfc40_qposition,pastor_section_3_of_11,,text,"Question Position",,,integer,,,,"[promis_pfc40_qposition] <> ''",,,,,,
promis_pfc41,pastor_section_3_of_11,PFC41,radio,"Are you able to sit down in and stand up from a low, soft couch?","1, Without any difficulty | 2, With a little difficulty | 3, With some difficulty | 4, With much difficulty | 5, Unable to do",,,,,,"[promis_pfc41_qposition] <> ''",,,,,,
promis_pfc41_tscore,pastor_section_3_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_pfc41_qposition] <> ''",,,,,,
promis_pfc41_stderror,pastor_section_3_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_pfc41_qposition] <> ''",,,,,,
promis_pfc41_qposition,pastor_section_3_of_11,,text,"Question Position",,,integer,,,,"[promis_pfc41_qposition] <> ''",,,,,,
promis_pfc43,pastor_section_3_of_11,PFC43,radio,"Are you able to use your hands, such as for turning faucets, using kitchen gadgets, or sewing?","1, Without any difficulty | 2, With a little difficulty | 3, With some difficulty | 4, With much difficulty | 5, Unable to do",,,,,,"[promis_pfc43_qposition] <> ''",,,,,,
promis_pfc43_tscore,pastor_section_3_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_pfc43_qposition] <> ''",,,,,,
promis_pfc43_stderror,pastor_section_3_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_pfc43_qposition] <> ''",,,,,,
promis_pfc43_qposition,pastor_section_3_of_11,,text,"Question Position",,,integer,,,,"[promis_pfc43_qposition] <> ''",,,,,,
promis_pfc45r1,pastor_section_3_of_11,PFC45r1,radio,"Are you able to sit on and get up from the toilet?","1, Without any difficulty | 2, With a little difficulty | 3, With some difficulty | 4, With much difficulty | 5, Unable to do",,,,,,"[promis_pfc45r1_qposition] <> ''",,,,,,
promis_pfc45r1_tscore,pastor_section_3_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_pfc45r1_qposition] <> ''",,,,,,
promis_pfc45r1_stderror,pastor_section_3_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_pfc45r1_qposition] <> ''",,,,,,
promis_pfc45r1_qposition,pastor_section_3_of_11,,text,"Question Position",,,integer,,,,"[promis_pfc45r1_qposition] <> ''",,,,,,
promis_pfc46,pastor_section_3_of_11,PFC46,radio,"Are you able to transfer from a bed to a chair and back?","1, Without any difficulty | 2, With a little difficulty | 3, With some difficulty | 4, With much difficulty | 5, Unable to do",,,,,,"[promis_pfc46_qposition] <> ''",,,,,,
promis_pfc46_tscore,pastor_section_3_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_pfc46_qposition] <> ''",,,,,,
promis_pfc46_stderror,pastor_section_3_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_pfc46_qposition] <> ''",,,,,,
promis_pfc46_qposition,pastor_section_3_of_11,,text,"Question Position",,,integer,,,,"[promis_pfc46_qposition] <> ''",,,,,,
promis_pfc47,pastor_section_3_of_11,PFC47,radio,"Are you able to be out of bed most of the day?","1, Without any difficulty | 2, With a little difficulty | 3, With some difficulty | 4, With much difficulty | 5, Unable to do",,,,,,"[promis_pfc47_qposition] <> ''",,,,,,
promis_pfc47_tscore,pastor_section_3_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_pfc47_qposition] <> ''",,,,,,
promis_pfc47_stderror,pastor_section_3_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_pfc47_qposition] <> ''",,,,,,
promis_pfc47_qposition,pastor_section_3_of_11,,text,"Question Position",,,integer,,,,"[promis_pfc47_qposition] <> ''",,,,,,
promis_pfc49,pastor_section_3_of_11,PFC49,radio,"Are you able to water a house plant?","1, Without any difficulty | 2, With a little difficulty | 3, With some difficulty | 4, With much difficulty | 5, Unable to do",,,,,,"[promis_pfc49_qposition] <> ''",,,,,,
promis_pfc49_tscore,pastor_section_3_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_pfc49_qposition] <> ''",,,,,,
promis_pfc49_stderror,pastor_section_3_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_pfc49_qposition] <> ''",,,,,,
promis_pfc49_qposition,pastor_section_3_of_11,,text,"Question Position",,,integer,,,,"[promis_pfc49_qposition] <> ''",,,,,,
promis_pfc51,pastor_section_3_of_11,PFC51,radio,"Are you able to wipe yourself after using the toilet?","1, Without any difficulty | 2, With a little difficulty | 3, With some difficulty | 4, With much difficulty | 5, Unable to do",,,,,,"[promis_pfc51_qposition] <> ''",,,,,,
promis_pfc51_tscore,pastor_section_3_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_pfc51_qposition] <> ''",,,,,,
promis_pfc51_stderror,pastor_section_3_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_pfc51_qposition] <> ''",,,,,,
promis_pfc51_qposition,pastor_section_3_of_11,,text,"Question Position",,,integer,,,,"[promis_pfc51_qposition] <> ''",,,,,,
